"Дата";"Регион название";"БольныеНаНаселение"
05.10.2020;Тверская область;0.15262969379147537
05.10.2020;Томская область;0.1455095151537634
05.10.2020;Тульская область;0.042392093831409315
05.10.2020;Тюменская область;0.16152195506189657
05.10.2020;Удмуртская Республика;0.12396013787909858
05.10.2020;Ульяновская область;0.2114291856618696
05.10.2020;Хабаровский край;0.192469139440536
05.10.2020;Ханты-Мансийский автономный округ - Югра;0.11479849239369358
05.10.2020;Челябинская область;0.11722099138318151
05.10.2020;Чеченская Республика;0.031941967221556865
05.10.2020;Чувашская Республика;0.10646545256984394
05.10.2020;Чукотский автономный округ;0.035317685475746596
05.10.2020;Ямало-Ненецкий автономный округ;0.5254880261147123
05.10.2020;Ярославская область;0.04506879848592314
12.10.2020;Алтайский край;0.04734793222844694
12.10.2020;Амурская область;0.06167507131907
12.10.2020;Архангельская область;0.48103325392617957
12.10.2020;Астраханская область;0.11029683270065221
12.10.2020;Белгородская область;0.07711215975619064
12.10.2020;Брянская область;0.18490306686167565
12.10.2020;Владимирская область;0.12930696297681296
12.10.2020;Волгоградская область;0.08628284136399868
12.10.2020;Вологодская область;0.11073444215081471
12.10.2020;Воронежская область;0.09384578317737055
12.10.2020;Еврейская автономная область;0.3112605788917712
12.10.2020;Забайкальский край;0.22047655534045432
12.10.2020;Ивановская область;0.21379729622801588
12.10.2020;Иркутская область;0.1291314318751777
12.10.2020;Кабардино-Балкарская Республика;0.19830728504968653
12.10.2020;Калининградская область;0.1544340985663569
12.10.2020;Калужская область;0.20003974542602976
12.10.2020;Камчатский край;0.4750783082431564
12.10.2020;Карачаево-Черкесская Республика;0.6753090788218011
12.10.2020;Кемеровская область (Кузбасс);0.13441906890105082
12.10.2020;Кировская область;0.2691183218879562
12.10.2020;Костромская область;0.24522191439638943
12.10.2020;Краснодарский край;0.07408485736007142
12.10.2020;Красноярский край;0.1895360919896666
12.10.2020;Курганская область;0.08544020798954646
12.10.2020;Курская область;0.1765031622362396
12.10.2020;Ленинградская область;0.19647606403925677
12.10.2020;Липецкая область;0.08577382810234287
12.10.2020;Магаданская область;0.6055696945481872
12.10.2020;Москва;0.5940274835617629
12.10.2020;Московская область;0.24253815349434193
12.10.2020;Мурманская область;0.39651944046701176
12.10.2020;Ненецкий автономный округ;0.5263345877478659
12.10.2020;Нижегородская область;0.15973403834358862
12.10.2020;Новгородская область;0.32649978847355166
12.10.2020;Новосибирская область;0.04577925465718243
12.10.2020;Омская область;0.08319627024160153
12.10.2020;Оренбургская область;0.07556320264893775
12.10.2020;Орловская область;0.2784889066132082
12.10.2020;Пензенская область;0.195674877180222
12.10.2020;Пермский край;0.12622363732986877
12.10.2020;Приморский край;0.09793701996205137
12.10.2020;Псковская область;0.28674843833528363
12.10.2020;Республика Адыгея;0.16879713842058564
12.10.2020;Республика Алтай;0.6220351785624207
12.10.2020;Республика Башкортостан;0.02101743585805897
12.10.2020;Республика Бурятия;0.13519402017854548
12.10.2020;Республика Дагестан;0.036191212883549574
12.10.2020;Республика Ингушетия;0.23522517483090627
12.10.2020;Республика Калмыкия;1.0274958490910533
12.10.2020;Республика Карелия;0.2448255698138426
12.10.2020;Республика Коми;0.23304011766003052
12.10.2020;Республика Крым;0.13179192149486305
12.10.2020;Республика Марий Эл;0.1123247111642807
12.10.2020;Республика Мордовия;0.1487030538425721
12.10.2020;Республика Саха (Якутия);0.33912516610348264
12.10.2020;Республика Северная Осетия — Алания;0.19110996660461224
12.10.2020;Республика Татарстан;0.02691123708491728
12.10.2020;Республика Тыва;0.34968078030100525
12.10.2020;Республика Хакасия;0.1573649647277634
12.10.2020;Ростовская область;0.10850564279438722
12.10.2020;Рязанская область;0.18883311478592332
12.10.2020;Самарская область;0.08530236150969926
12.10.2020;Санкт-Петербург;0.26302636336203633
12.10.2020;Саратовская область;0.2272304118464211
12.10.2020;Сахалинская область;0.3904971545496168
12.10.2020;Свердловская область;0.17396823282995108
12.10.2020;Севастополь;0.10789448717403466
12.10.2020;Смоленская область;0.13175960162734243
12.10.2020;Ставропольский край;0.1680258803008541
12.10.2020;Тамбовская область;0.14084577125430417
12.10.2020;Тверская область;0.1939221625280916
12.10.2020;Томская область;0.20287600888187007
12.10.2020;Тульская область;0.049430311352549106
12.10.2020;Тюменская область;0.20693987763182087
12.10.2020;Удмуртская Республика;0.13511079084849575
12.10.2020;Ульяновская область;0.255250606039701
12.10.2020;Хабаровский край;0.22867002921237575
12.10.2020;Ханты-Мансийский автономный округ - Югра;0.15556490439184506
12.10.2020;Челябинская область;0.12193240656961044
12.10.2020;Чеченская Республика;0.02975484217059436
12.10.2020;Чувашская Республика;0.11058482430415398
12.10.2020;Чукотский автономный округ;0.04284440533123357
12.10.2020;Ямало-Ненецкий автономный округ;0.7002174369182262
12.10.2020;Ярославская область;0.05378232526557069
19.10.2020;Алтайский край;0.03780418417366947
19.10.2020;Амурская область;0.07881598176980079
19.10.2020;Архангельская область;0.5940042562783063
19.10.2020;Астраханская область;0.14484883184478473
19.10.2020;Белгородская область;0.0845689774997668
19.10.2020;Брянская область;0.22203939801393768
19.10.2020;Владимирская область;0.15495899354491266
19.10.2020;Волгоградская область;0.09264016655512074
19.10.2020;Вологодская область;0.13334024538344458
19.10.2020;Воронежская область;0.10958978906949741
19.10.2020;Еврейская автономная область;0.4247428352752584
19.10.2020;Забайкальский край;0.27039904165871026
19.10.2020;Ивановская область;0.2415902407623658
19.10.2020;Иркутская область;0.13833558188321424
19.10.2020;Кабардино-Балкарская Республика;0.23731206263995688
19.10.2020;Калининградская область;0.18067583015868707
19.10.2020;Калужская область;0.23027223923133247
19.10.2020;Камчатский край;0.5562046974533467
19.10.2020;Карачаево-Черкесская Республика;0.7667881383582481
19.10.2020;Кемеровская область (Кузбасс);0.1463623651204012
19.10.2020;Кировская область;0.30286108823371594
19.10.2020;Костромская область;0.2966734380454372
19.10.2020;Краснодарский край;0.08198564448140601
19.10.2020;Красноярский край;0.21205355978866952
19.10.2020;Курганская область;0.11272633334116154
19.10.2020;Курская область;0.21576451590879017
19.10.2020;Ленинградская область;0.22492437412142607
19.10.2020;Липецкая область;0.09798287429762277
19.10.2020;Магаданская область;0.6959887452076416
19.10.2020;Москва;0.7425266441561049
19.10.2020;Московская область;0.2586642086014702
19.10.2020;Мурманская область;0.42190381275546696
19.10.2020;Ненецкий автономный округ;0.5906246854493326
19.10.2020;Нижегородская область;0.1692026379235785
19.10.2020;Новгородская область;0.3634109181566954
19.10.2020;Новосибирская область;0.06401514439418249
19.10.2020;Омская область;0.11371979015152944
19.10.2020;Оренбургская область;0.10250620483616055
19.10.2020;Орловская область;0.33679817860952077
19.10.2020;Пензенская область;0.24573074214310123
19.10.2020;Пермский край;0.1380307239127378
19.10.2020;Приморский край;0.11151303996136583
19.10.2020;Псковская область;0.3639732466871432
19.10.2020;Республика Адыгея;0.20279603936436236
19.10.2020;Республика Алтай;0.8031754912243578
19.10.2020;Республика Башкортостан;0.02271908171876498
19.10.2020;Республика Бурятия;0.16983050468709848
19.10.2020;Республика Дагестан;0.03291805758282144
19.10.2020;Республика Ингушетия;0.24403587388816148
19.10.2020;Республика Калмыкия;1.1321179465021622
19.10.2020;Республика Карелия;0.2967144537048342
19.10.2020;Республика Коми;0.28842473409013186
19.10.2020;Республика Крым;0.1706912532937716
19.10.2020;Республика Марий Эл;0.13797201240868776
19.10.2020;Республика Мордовия;0.1570609462482823
19.10.2020;Республика Саха (Якутия);0.4123810610179385
19.10.2020;Республика Северная Осетия — Алания;0.22156379170479332
19.10.2020;Республика Татарстан;0.02694792088683238
19.10.2020;Республика Тыва;0.36482251313689634
19.10.2020;Республика Хакасия;0.1999154306168276
19.10.2020;Ростовская область;0.11610130858021842
19.10.2020;Рязанская область;0.22633478032354865
19.10.2020;Самарская область;0.08508764058293511
19.10.2020;Санкт-Петербург;0.30327348893437606
19.10.2020;Саратовская область;0.24736886370293462
19.10.2020;Сахалинская область;0.4296080718871484
19.10.2020;Свердловская область;0.1666061582746283
19.10.2020;Севастополь;0.1301734883157926
19.10.2020;Смоленская область;0.1672275528648534
19.10.2020;Ставропольский край;0.1731164916526726
19.10.2020;Тамбовская область;0.1632511682320497
19.10.2020;Тверская область;0.23836358536130242
19.10.2020;Томская область;0.2829771222952957
19.10.2020;Тульская область;0.06078721744788488
19.10.2020;Тюменская область;0.2559130751479323
19.10.2020;Удмуртская Республика;0.1281805797735275
19.10.2020;Ульяновская область;0.3000117116871407
19.10.2020;Хабаровский край;0.273636137393024
19.10.2020;Ханты-Мансийский автономный округ - Югра;0.19331030343226777
19.10.2020;Челябинская область;0.11844792242131405
19.10.2020;Чеченская Республика;0.030828521741066862
19.10.2020;Чувашская Республика;0.11679289156571983
19.10.2020;Чукотский автономный округ;0.04168644843038942
19.10.2020;Ямало-Ненецкий автономный округ;0.899563348894605
19.10.2020;Ярославская область;0.07084819636767832
26.10.2020;Алтайский край;0.03409002489884843
26.10.2020;Амурская область;0.10427685397375688
26.10.2020;Архангельская область;0.7195761671559376
26.10.2020;Астраханская область;0.19154527603551402
26.10.2020;Белгородская область;0.0879609539270054
26.10.2020;Брянская область;0.26001330207338225
26.10.2020;Владимирская область;0.17390522056652327
26.10.2020;Волгоградская область;0.10031768494546867
26.10.2020;Вологодская область;0.14568723887838794
26.10.2020;Воронежская область;0.11129151287898859
26.10.2020;Еврейская автономная область;0.5777278506795709
26.10.2020;Забайкальский край;0.31183909965348544
26.10.2020;Ивановская область;0.28094245959393016
26.10.2020;Иркутская область;0.1441943887960122
26.10.2020;Кабардино-Балкарская Республика;0.28087069751233995
26.10.2020;Калининградская область;0.20967531351113078
26.10.2020;Калужская область;0.25968611275619286
26.10.2020;Камчатский край;0.6224367886444785
26.10.2020;Карачаево-Черкесская Республика;0.8379861739787111
26.10.2020;Кемеровская область (Кузбасс);0.15321664031419616
26.10.2020;Кировская область;0.3478477325105932
26.10.2020;Костромская область;0.35685195728968383
26.10.2020;Краснодарский край;0.09191325501721652
26.10.2020;Красноярский край;0.22294478318593763
26.10.2020;Курганская область;0.13774847058310702
26.10.2020;Курская область;0.23153310526308374
26.10.2020;Ленинградская область;0.2537664869455966
26.10.2020;Липецкая область;0.11188106625338899
26.10.2020;Магаданская область;0.7617210155883634
26.10.2020;Москва;0.8315799929627271
26.10.2020;Московская область;0.2711290589894713
26.10.2020;Мурманская область;0.465260093131641
26.10.2020;Ненецкий автономный округ;0.6542653882245217
26.10.2020;Нижегородская область;0.1744183170765487
26.10.2020;Новгородская область;0.39120615301700784
26.10.2020;Новосибирская область;0.08222029948555838
26.10.2020;Омская область;0.1414883218747447
26.10.2020;Оренбургская область;0.12124350984250261
26.10.2020;Орловская область;0.3787426188586715
26.10.2020;Пензенская область;0.2904334402357539
26.10.2020;Пермский край;0.15373175279576887
26.10.2020;Приморский край;0.1416521030621542
26.10.2020;Псковская область;0.45879301282681395
26.10.2020;Республика Адыгея;0.24256120432362668
26.10.2020;Республика Алтай;1.02755363620343
26.10.2020;Республика Башкортостан;0.023337862031748986
26.10.2020;Республика Бурятия;0.20474268806689672
26.10.2020;Республика Дагестан;0.029337169732452192
26.10.2020;Республика Ингушетия;0.27910304156454596
26.10.2020;Республика Калмыкия;1.1206027726671268
26.10.2020;Республика Карелия;0.3184247076459567
26.10.2020;Республика Коми;0.3628371942017403
26.10.2020;Республика Крым;0.19857246693202216
26.10.2020;Республика Марий Эл;0.15197857937400067
26.10.2020;Республика Мордовия;0.16060994514667304
26.10.2020;Республика Саха (Якутия);0.49359214613847363
26.10.2020;Республика Северная Осетия — Алания;0.2502669289984132
26.10.2020;Республика Татарстан;0.02364637871447339
26.10.2020;Республика Тыва;0.3086515687456873
26.10.2020;Республика Хакасия;0.28443165892864786
26.10.2020;Ростовская область;0.12506108011992217
26.10.2020;Рязанская область;0.2582952690578904
26.10.2020;Самарская область;0.07555492610513506
26.10.2020;Санкт-Петербург;0.3430081162901161
26.10.2020;Саратовская область;0.2684875570236621
26.10.2020;Сахалинская область;0.46035473194012594
26.10.2020;Свердловская область;0.1662362379739571
26.10.2020;Севастополь;0.17342288553958693
26.10.2020;Смоленская область;0.21766818610547148
26.10.2020;Ставропольский край;0.17263701523276181
26.10.2020;Тамбовская область;0.18739813215562864
26.10.2020;Тверская область;0.28003437367136114
26.10.2020;Томская область;0.35408242756983344
26.10.2020;Тульская область;0.07561056536995887
26.10.2020;Тюменская область;0.29515454151107573
26.10.2020;Удмуртская Республика;0.10612475815074021
26.10.2020;Ульяновская область;0.3278928612110068
26.10.2020;Хабаровский край;0.3390472519480832
26.10.2020;Ханты-Мансийский автономный округ - Югра;0.2293811981475494
26.10.2020;Челябинская область;0.12026378035775019
26.10.2020;Чеченская Республика;0.033234359297125614
26.10.2020;Чувашская Республика;0.1087398099217447
26.10.2020;Чукотский автономный округ;0.04631827603376602
26.10.2020;Ямало-Ненецкий автономный округ;1.0569975455120113
26.10.2020;Ярославская область;0.08276721745486461
02.11.2020;Алтайский край;0.05723817304699657
02.11.2020;Амурская область;0.1758643098332286
02.11.2020;Архангельская область;0.8413420893360698
02.11.2020;Астраханская область;0.2367254195730266
02.11.2020;Белгородская область;0.0988742693885557
02.11.2020;Брянская область;0.28964686746553037
02.11.2020;Владимирская область;0.18000988561889125
02.11.2020;Волгоградская область;0.09569417571556171
02.11.2020;Вологодская область;0.14886807692723275
02.11.2020;Воронежская область;0.08479848896719812
02.11.2020;Еврейская автономная область;0.6578796541392367
02.11.2020;Забайкальский край;0.3457155480913737
02.11.2020;Ивановская область;0.32146327741047476
02.11.2020;Иркутская область;0.14344569744610092
02.11.2020;Кабардино-Балкарская Республика;0.3136386705640645
02.11.2020;Калининградская область;0.232857664244585
02.11.2020;Калужская область;0.2890435297099882
02.11.2020;Камчатский край;0.6724164391400422
02.11.2020;Карачаево-Черкесская Республика;0.870215233132208
02.11.2020;Кемеровская область (Кузбасс);0.14763992144035834
02.11.2020;Кировская область;0.3952278755549855
02.11.2020;Костромская область;0.44172365491016746
02.11.2020;Краснодарский край;0.10227682379689547
02.11.2020;Красноярский край;0.22960466944938335
02.11.2020;Курганская область;0.14665236411889723
02.11.2020;Курская область;0.2619174220367509
02.11.2020;Ленинградская область;0.27792234713995245
02.11.2020;Липецкая область;0.13499503875533803
02.11.2020;Магаданская область;0.8057408165673081
02.11.2020;Москва;0.9173835947470198
02.11.2020;Московская область;0.2837823957358674
02.11.2020;Мурманская область;0.5270622243193661
02.11.2020;Ненецкий автономный округ;0.7234259478730692
02.11.2020;Нижегородская область;0.19276814508721005
02.11.2020;Новгородская область;0.4322865679291985
02.11.2020;Новосибирская область;0.0944168313574115
02.11.2020;Омская область;0.14346345890807574
02.11.2020;Оренбургская область;0.12303489443832868
02.11.2020;Орловская область;0.3786087942999915
02.11.2020;Пензенская область;0.32152257368247994
02.11.2020;Пермский край;0.17043485913786266
02.11.2020;Приморский край;0.18199185005681692
02.11.2020;Псковская область;0.5621185047338066
02.11.2020;Республика Адыгея;0.25900923610550936
02.11.2020;Республика Алтай;1.2029289045564158
02.11.2020;Республика Башкортостан;0.01974120146252946
02.11.2020;Республика Бурятия;0.20326262044231677
02.11.2020;Республика Дагестан;0.028940847509429556
02.11.2020;Республика Ингушетия;0.30061753926249474
02.11.2020;Республика Калмыкия;1.0066440478222056
02.11.2020;Республика Карелия;0.38057203076705587
02.11.2020;Республика Коми;0.45942049003153357
02.11.2020;Республика Крым;0.21830952954501667
02.11.2020;Республика Марий Эл;0.16761819898997787
02.11.2020;Республика Мордовия;0.16898558254687518
02.11.2020;Республика Саха (Якутия);0.559455787956405
02.11.2020;Республика Северная Осетия — Алания;0.28682780458659846
02.11.2020;Республика Татарстан;0.022146011216145803
02.11.2020;Республика Тыва;0.27645873500369
02.11.2020;Республика Хакасия;0.3851866971456637
02.11.2020;Ростовская область;0.13575390909382623
02.11.2020;Рязанская область;0.2784345806118937
02.11.2020;Самарская область;0.06282376448907737
02.11.2020;Санкт-Петербург;0.3988917759918342
02.11.2020;Саратовская область;0.2694561979971753
02.11.2020;Сахалинская область;0.5377313977606523
02.11.2020;Свердловская область;0.1638416645990764
02.11.2020;Севастополь;0.20482940697290208
02.11.2020;Смоленская область;0.27637012831061797
02.11.2020;Ставропольский край;0.15832413401712792
02.11.2020;Тамбовская область;0.20679034187788464
02.11.2020;Тверская область;0.3130371929310765
02.11.2020;Томская область;0.41967630989035454
02.11.2020;Тульская область;0.09432169058942438
02.11.2020;Тюменская область;0.32740936836870926
02.11.2020;Удмуртская Республика;0.06827296496334541
02.11.2020;Ульяновская область;0.33921492275214105
02.11.2020;Хабаровский край;0.4169662793981661
02.11.2020;Ханты-Мансийский автономный округ - Югра;0.26221529326526444
02.11.2020;Челябинская область;0.10798220066604361
02.11.2020;Чеченская Республика;0.03902029920467186
02.11.2020;Чувашская Республика;0.10764904670195556
02.11.2020;Чукотский автономный округ;0.06484558644727244
02.11.2020;Ямало-Ненецкий автономный округ;1.1701061241769852
02.11.2020;Ярославская область;0.08988928403252991
09.11.2020;Алтайский край;0.08621590997510115
09.11.2020;Амурская область;0.2598511925636361
09.11.2020;Архангельская область;0.9243537887653128
09.11.2020;Астраханская область;0.27874660341633767
09.11.2020;Белгородская область;0.10533561578935531
09.11.2020;Брянская область;0.31910348083503426
09.11.2020;Владимирская область;0.1800617079028672
09.11.2020;Волгоградская область;0.08224860291829557
09.11.2020;Вологодская область;0.12872681615229561
09.11.2020;Воронежская область;0.06913406008774528
09.11.2020;Еврейская автономная область;0.6726931887720462
09.11.2020;Забайкальский край;0.30487471972698565
09.11.2020;Ивановская область;0.35104431918690293
09.11.2020;Иркутская область;0.13904862126408216
09.11.2020;Кабардино-Балкарская Республика;0.3388333809618406
09.11.2020;Калининградская область;0.2861885615638636
09.11.2020;Калужская область;0.3069967193086554
09.11.2020;Камчатский край;0.7146999478020498
09.11.2020;Карачаево-Черкесская Республика;0.8818875444796247
09.11.2020;Кемеровская область (Кузбасс);0.13044857228840395
09.11.2020;Кировская область;0.4491539594147217
09.11.2020;Костромская область;0.513027428081118
09.11.2020;Краснодарский край;0.11283160233265703
09.11.2020;Красноярский край;0.23354795781118493
09.11.2020;Курганская область;0.10216668730725477
09.11.2020;Курская область;0.27823682320439513
09.11.2020;Ленинградская область;0.3003533513243429
09.11.2020;Липецкая область;0.15111644461645027
09.11.2020;Магаданская область;0.784524065645024
09.11.2020;Москва;1.0355064732447699
09.11.2020;Московская область;0.3023797164308414
09.11.2020;Мурманская область;0.5310623009085103
09.11.2020;Ненецкий автономный округ;0.6896574117066423
09.11.2020;Нижегородская область;0.20105758604413215
09.11.2020;Новгородская область;0.5050252842416093
09.11.2020;Новосибирская область;0.10424167307526715
09.11.2020;Омская область;0.17417647535994688
09.11.2020;Оренбургская область;0.12140242299213234
09.11.2020;Орловская область;0.3848029595874686
09.11.2020;Пензенская область;0.3332265918296084
09.11.2020;Пермский край;0.18185527452728903
09.11.2020;Приморский край;0.2195013926621836
09.11.2020;Псковская область;0.6671720728521023
09.11.2020;Республика Адыгея;0.26329454706783895
09.11.2020;Республика Алтай;1.1628356418623451
09.11.2020;Республика Башкортостан;0.021499100078961293
09.11.2020;Республика Бурятия;0.2092264223413596
09.11.2020;Республика Дагестан;0.030484172872023593
09.11.2020;Республика Ингушетия;0.2757075562135772
09.11.2020;Республика Калмыкия;0.9423250588337203
09.11.2020;Республика Карелия;0.6310890836436874
09.11.2020;Республика Коми;0.5482907135118587
09.11.2020;Республика Крым;0.2144502022489054
09.11.2020;Республика Марий Эл;0.16276091418287383
09.11.2020;Республика Мордовия;0.1889487013503231
09.11.2020;Республика Саха (Якутия);0.6350671302503145
09.11.2020;Республика Северная Осетия — Алания;0.30376469127333017
09.11.2020;Республика Татарстан;0.024596489184074474
09.11.2020;Республика Тыва;0.24524278725110502
09.11.2020;Республика Хакасия;0.48501152530264385
09.11.2020;Ростовская область;0.14022533266917517
09.11.2020;Рязанская область;0.29080350630382107
09.11.2020;Самарская область;0.05459279562978498
09.11.2020;Санкт-Петербург;0.4854986360740821
09.11.2020;Саратовская область;0.2752564433475536
09.11.2020;Сахалинская область;0.6112902318589605
09.11.2020;Свердловская область;0.16175095432831854
09.11.2020;Севастополь;0.20682502968897729
09.11.2020;Смоленская область;0.31687913328786854
09.11.2020;Ставропольский край;0.15126460885588866
09.11.2020;Тамбовская область;0.2060992438835063
09.11.2020;Тверская область;0.3515145189594298
09.11.2020;Томская область;0.48089814996369884
09.11.2020;Тульская область;0.11489052220222476
09.11.2020;Тюменская область;0.35370696508862975
09.11.2020;Удмуртская Республика;0.07826228828394
09.11.2020;Ульяновская область;0.34271009357202564
09.11.2020;Хабаровский край;0.4852596989023796
09.11.2020;Ханты-Мансийский автономный округ - Югра;0.2855720391613047
09.11.2020;Челябинская область;0.07961964483454671
09.11.2020;Чеченская Республика;0.05352491488355498
09.11.2020;Чувашская Республика;0.10598969414419124
09.11.2020;Чукотский автономный округ;0.07700413390613602
09.11.2020;Ямало-Ненецкий автономный округ;1.2782542656444098
09.11.2020;Ярославская область;0.0919660831613578
16.11.2020;Алтайский край;0.09895103874883286
16.11.2020;Амурская область;0.3181446020088145
16.11.2020;Архангельская область;0.9606392620907968
16.11.2020;Астраханская область;0.319363805173337
16.11.2020;Белгородская область;0.11351138505827009
16.11.2020;Брянская область;0.30469958619179666
16.11.2020;Владимирская область;0.17266148575110024
16.11.2020;Волгоградская область;0.04852418265309198
16.11.2020;Вологодская область;0.10090055352652352
16.11.2020;Воронежская область;0.040749551797779386
16.11.2020;Еврейская автономная область;0.6686371019083007
16.11.2020;Забайкальский край;0.1818329022874859
16.11.2020;Ивановская область;0.38728496722713424
16.11.2020;Иркутская область;0.1303673668020154
16.11.2020;Кабардино-Балкарская Республика;0.3309631276155805
16.11.2020;Калининградская область;0.315561490467156
16.11.2020;Калужская область;0.29326365839709634
16.11.2020;Камчатский край;0.719679804282586
16.11.2020;Карачаево-Черкесская Республика;0.8389358896001543
16.11.2020;Кемеровская область (Кузбасс);0.11811829842856862
16.11.2020;Кировская область;0.5119415549904671
16.11.2020;Костромская область;0.5320580520635236
16.11.2020;Краснодарский край;0.11727276760060311
16.11.2020;Красноярский край;0.23148195282565667
16.11.2020;Курганская область;0.0487602215261679
16.11.2020;Курская область;0.2822846495536695
16.11.2020;Ленинградская область;0.3054649109155189
16.11.2020;Липецкая область;0.1698957710124454
16.11.2020;Магаданская область;0.6314461991777022
16.11.2020;Москва;1.099736095411933
16.11.2020;Московская область;0.33130570878533966
16.11.2020;Мурманская область;0.48503298356992236
16.11.2020;Ненецкий автономный округ;0.52276291565334
16.11.2020;Нижегородская область;0.19128867640283664
16.11.2020;Новгородская область;0.5574357906519443
16.11.2020;Новосибирская область;0.1149270848705992
16.11.2020;Омская область;0.18682901369892366
16.11.2020;Оренбургская область;0.13478724418594573
16.11.2020;Орловская область;0.39057653340480836
16.11.2020;Пензенская область;0.3137985653727344
16.11.2020;Пермский край;0.19469711500810322
16.11.2020;Приморский край;0.2574141833863418
16.11.2020;Псковская область;0.7416140052273184
16.11.2020;Республика Адыгея;0.27734784625312575
16.11.2020;Республика Алтай;1.0244090665803658
16.11.2020;Республика Башкортостан;0.03588222655860653
16.11.2020;Республика Бурятия;0.17725986374381364
16.11.2020;Республика Дагестан;0.03154258633821346
16.11.2020;Республика Ингушетия;0.27096558529239667
16.11.2020;Республика Калмыкия;0.8497368367817474
16.11.2020;Республика Карелия;0.8520930428963406
16.11.2020;Республика Коми;0.5869070426976317
16.11.2020;Республика Крым;0.2136663930301594
16.11.2020;Республика Марий Эл;0.14287117036068062
16.11.2020;Республика Мордовия;0.20868113522537562
16.11.2020;Республика Саха (Якутия);0.6693174091263957
16.11.2020;Республика Северная Осетия — Алания;0.2984922710186866
16.11.2020;Республика Татарстан;0.02695892602740691
16.11.2020;Республика Тыва;0.2123838948799629
16.11.2020;Республика Хакасия;0.585952605531667
16.11.2020;Ростовская область;0.14335634463525979
16.11.2020;Рязанская область;0.2742181909064066
16.11.2020;Самарская область;0.04893847789166238
16.11.2020;Санкт-Петербург;0.6082472974727832
16.11.2020;Саратовская область;0.24308248238900507
16.11.2020;Сахалинская область;0.6206162330124703
16.11.2020;Свердловская область;0.1597428155532462
16.11.2020;Севастополь;0.13688008924686507
16.11.2020;Смоленская область;0.31731552301459226
16.11.2020;Ставропольский край;0.09310003847033148
16.11.2020;Тамбовская область;0.16922225490347848
16.11.2020;Тверская область;0.37658375422313134
16.11.2020;Томская область;0.49313986825579365
16.11.2020;Тульская область;0.11753344469995887
16.11.2020;Тюменская область;0.3497894905500697
16.11.2020;Удмуртская Республика;0.0918111341866368
16.11.2020;Ульяновская область;0.35673661515739846
16.11.2020;Хабаровский край;0.53491493006001
16.11.2020;Ханты-Мансийский автономный округ - Югра;0.28668549822286754
16.11.2020;Челябинская область;0.04265221265561371
16.11.2020;Чеченская Республика;0.07331839659476559
16.11.2020;Чувашская Республика;0.08339697085770774
16.11.2020;Чукотский автономный округ;0.10624254565245082
16.11.2020;Ямало-Ненецкий автономный округ;1.3885775720861608
16.11.2020;Ярославская область;0.06686390238682911
23.11.2020;Алтайский край;0.09124309446000622
23.11.2020;Амурская область;0.3385419275973668
23.11.2020;Архангельская область;0.9509828515778844
23.11.2020;Астраханская область;0.35804351165122617
23.11.2020;Белгородская область;0.10108642792805912
23.11.2020;Брянская область;0.23487431805639675
23.11.2020;Владимирская область;0.1465741479976025
23.11.2020;Волгоградская область;0.04490923303461082
23.11.2020;Вологодская область;0.11264051685947361
23.11.2020;Воронежская область;0.05554475484648492
23.11.2020;Еврейская автономная область;0.6092947875756769
23.11.2020;Забайкальский край;0.14087222799702034
23.11.2020;Ивановская область;0.4037157505460736
23.11.2020;Иркутская область;0.11263645419776681
23.11.2020;Кабардино-Балкарская Республика;0.3018415402861274
23.11.2020;Калининградская область;0.3252998013700568
23.11.2020;Калужская область;0.23176833836455477
23.11.2020;Камчатский край;0.6905702795827242
23.11.2020;Карачаево-Черкесская Республика;0.7752130350000843
23.11.2020;Кемеровская область (Кузбасс);0.11755638569033021
23.11.2020;Кировская область;0.5642645513035884
23.11.2020;Костромская область;0.5025683570242766
23.11.2020;Краснодарский край;0.11358624350332985
23.11.2020;Красноярский край;0.22731517834763204
23.11.2020;Курганская область;0.0690685327785774
23.11.2020;Курская область;0.23301901620142496
23.11.2020;Ленинградская область;0.2951394030202465
23.11.2020;Липецкая область;0.17855264303493787
23.11.2020;Магаданская область;0.4675616698574413
23.11.2020;Москва;1.1316761397839445
23.11.2020;Московская область;0.36595864019087004
23.11.2020;Мурманская область;0.4483119013273998
23.11.2020;Ненецкий автономный округ;0.3451534033164599
23.11.2020;Нижегородская область;0.149850304267088
23.11.2020;Новгородская область;0.585490133633836
23.11.2020;Новосибирская область;0.12331764312599416
23.11.2020;Омская область;0.1658459158429823
23.11.2020;Оренбургская область;0.14960950705140985
23.11.2020;Орловская область;0.3569100979997243
23.11.2020;Пензенская область;0.24548400298876213
23.11.2020;Пермский край;0.21025109991616317
23.11.2020;Приморский край;0.2956480790939821
23.11.2020;Псковская область;0.8007052346345972
23.11.2020;Республика Адыгея;0.3049818000322659
23.11.2020;Республика Алтай;0.973833905142747
23.11.2020;Республика Башкортостан;0.0482015800625608
23.11.2020;Республика Бурятия;0.18007489432389714
23.11.2020;Республика Дагестан;0.028950172738206555
23.11.2020;Республика Ингушетия;0.24918764476549343
23.11.2020;Республика Калмыкия;0.7696493214606013
23.11.2020;Республика Карелия;0.9444419454957877
23.11.2020;Республика Коми;0.5369929313259638
23.11.2020;Республика Крым;0.19246621987550572
23.11.2020;Республика Марий Эл;0.13577367230202428
23.11.2020;Республика Мордовия;0.2243677103562627
23.11.2020;Республика Саха (Якутия);0.6270674976408491
